"vid","hs","ag","ex","co","em","op"
"SELTCAWRS_t33_v5",5.6,5,5.2,5.6,5.6,5.6
"SELTCAWRS_t33_v6",6,1.2,2.6,1.2,1.2,1.8
"SELTCAWRS_t33_v7",5.4,5.2,5,5.8,5.4,5.4
"SELTCAWRS_t33_v8",5.2,2.6,1.4,1.8,1.4,2.6
"SELTCAWRS_t34_v1",4.6,2.8,2.6,2.2,3.4,3
"SELTCAWRS_t34_v2",5.2,4.6,5.2,6,5.6,5
"SELTCAWRS_t34_v3",5.2,3,2.2,2.2,2.2,2.8
"SELTCAWRS_t34_v4",5.6,5.8,5,5.8,5.4,5.6
"SELTCAWRS_t34_v5",5.8,5,5.2,6,5.4,5.6
"SELTCAWRS_t34_v6",5,3,3.6,1.4,4.4,2.6
"SELTCAWRS_t34_v7",6,6,5.4,6,5.6,6.2
"SELTCAWRS_t34_v8",5.4,1.6,1.2,1.6,1.2,2.8
"SELTCAWRS_t36_v1",5,2.4,2.4,2,2.8,2.2
"SELTCAWRS_t36_v2",6.2,6.4,5.4,6.4,6.4,5.6
"SELTCAWRS_t36_v3",6.2,1.2,1.2,1.4,1.8,2
"SELTCAWRS_t36_v4",5.8,5.8,5.6,5.8,5.4,5.6
"SELTCAWRS_t36_v5",5.8,5.6,5,6,6,5.8
"SELTCAWRS_t36_v6",6.2,2,1.6,1.2,2,1.4
"SELTCAWRS_t36_v7",6.4,6.4,6.2,6.4,6.4,6.4
"SELTCAWRS_t36_v8",6.6,1.2,1.2,1.2,1.2,1.4
"SELTCAWRS_t37_v1",5.8,2,2,2,2.6,2
"SELTCAWRS_t37_v4",6.5,6.5,6.5,6.5,5.25,6.25
"SELTCAWRS_t37_v5",6.5,4.5,6.25,6.5,4.5,6.5
"SELTCAWRS_t37_v6",6.75,1.25,1.25,1,1.25,1.25
"SELTCAWRS_t37_v7",6.75,6.25,6.25,6.75,5.5,6.75
"SELTCAWRS_t37_v8",6.5,1.75,1.25,1.25,1.25,1.5
"SELTCAWRS_t38_v1",4,5,5,4,5,4
"SELTCAWRS_t38_v2",3,3,3,3,5,3
"SELTCAWRS_t39_v1",5.2,2.2,2,2.2,3.4,3.2
"SELTCAWRS_t39_v2",5.8,5,6,6,5.8,6
"SELTCAWRS_t39_v3",5.8,2,1.6,1.4,1.2,2
"SELTCAWRS_t39_v4",6.2,6,6,6.4,6.2,6.2
"SELTCAWRS_t39_v5",6.6,5,6.4,6.4,5.6,6
"SELTCAWRS_t39_v6",6,2.4,1.6,1.6,2.4,2
"SELTCAWRS_t39_v7",6.6,6.6,6.6,6.8,6,6.8
"SELTCAWRS_t39_v8",6.2,2.2,1.4,1.6,1.2,2.4
"SELTCAWRS_t4_v1",2.8,5.4,2.6,2.4,5.4,4
"SELTCAWRS_t4_v2",3,1.8,4.2,4.6,4.6,4
"SELTCAWRS_t4_v3",3.75,3.25,1.25,3,1.75,3.25
"SELTCAWRS_t4_v4",5.2,5.4,4.6,5.4,5.6,4.8
"SELTCAWRS_t4_v5",3,2.4,5,3.4,4.8,2.8
"SELTCAWRS_t4_v6",4.2,3.4,2.2,2.4,3.4,2.8
"SELTCAWRS_t4_v7",3.8,3.8,4.2,4,4.8,3.6
"SELTCAWRS_t4_v8",2.8,4.8,1.2,2.2,2,4.6
"SELTCAWRS_t40_v2",5.8,6,5.8,6.2,6,5.8
"SELTCAWRS_t40_v5",5.6,5.8,4.6,6.2,5.6,5.2
"SELTCAWRS_t40_v7",5.8,6.2,6,6.2,6.2,6
"SELTCAWRS_t41_v1",4.2,3.2,2.2,2.2,4.6,3.4
"SELTCAWRS_t41_v2",5.4,2.8,6.8,5.6,3.4,5
"SELTCAWRS_t41_v3",5.2,3.2,1.2,1.8,1.2,3
"SELTCAWRS_t41_v4",5.8,5.8,6.4,6.2,4.8,5.2
"SELTCAWRS_t41_v5",5,3.6,4.8,5.4,4.6,4
"SELTCAWRS_t41_v6",4,2.2,2.8,2.4,3.8,2.8
"SELTCAWRS_t41_v7",3.4,3.2,6.4,4.8,3.8,4.4
"SELTCAWRS_t41_v8",4,4.8,1.2,2,1.6,3.4
"SELTCAWRS_t42_v1",5.6,1.2,2.2,1.6,1.8,1.4
"SELTCAWRS_t42_v2",6,5.6,5.6,6.4,5.6,6
"SELTCAWRS_t42_v3",5.8,2,1.4,1.6,1.4,2.2
"SELTCAWRS_t42_v4",6.8,6.6,6.2,6.8,6,6.4
"SELTCAWRS_t42_v5",5.2,5.8,4.4,5.8,5.8,5
"SELTCAWRS_t42_v6",5.8,1.6,2.4,1.4,2,1.6
"SELTCAWRS_t42_v7",6.2,6,5.6,6.2,6.2,6.2
"SELTCAWRS_t42_v8",6.4,1.2,1.4,1.6,1.2,1.8
"SELTCAWRS_t44_v1",5.4,1.6,3.8,1.6,1.2,2
"SELTCAWRS_t44_v2",5.8,5.4,6.4,6.2,5.8,6
"SELTCAWRS_t44_v3",6.4,1.2,1.6,1.4,1.2,1.8
"SELTCAWRS_t44_v4",6.4,6.4,6.4,6.4,5.8,5.8
"SELTCAWRS_t44_v5",4.8,4.6,6,5.2,5.2,4.6
"SELTCAWRS_t44_v6",6.4,1.6,1.8,1.8,1.8,1.4
"SELTCAWRS_t44_v7",6.6,6.6,6.6,6.6,6,6.6
"SELTCAWRS_t44_v8",6.4,1.2,1.2,1.2,1.2,1.2
"SELTCAWRS_t45_v1",5,1.6,2.2,2,2,2.6
"SELTCAWRS_t45_v2",6.4,5.2,5.8,6.4,5.6,6.2
"SELTCAWRS_t45_v3",6.2,1.4,1.4,1.6,1.2,1.8
"SELTCAWRS_t45_v4",6.2,6,6,6,6.2,5.6
"SELTCAWRS_t45_v5",5.6,5,5.2,5.6,5.6,5.2
"SELTCAWRS_t45_v6",6.4,1.2,2.4,1.4,1.4,1.8
"SELTCAWRS_t45_v7",6.2,6.2,5.8,6.4,6.2,6
"SELTCAWRS_t45_v8",6.2,1.8,1.2,1.4,1.2,1.8
"SELTCAWRS_t46_v1",5.6,1.8,2.8,1.6,2,2.6
"SELTCAWRS_t46_v3",5,2.4,1.2,2,1.2,2.6
"SELTCAWRS_t46_v4",5.2,5.2,4.4,5.6,5.6,5
"SELTCAWRS_t46_v5",5.6,4.8,5.4,5.8,5.6,5.6
"SELTCAWRS_t46_v6",5.8,2.4,1.6,2.2,1.8,2
"SELTCAWRS_t46_v7",5.8,6,5.8,5.8,6,5.6
"SELTCAWRS_t46_v8",6,1.8,1.2,1.8,1.2,1.8
"SELTCAWRS_t47_v1",4.8,1.8,2.4,1.6,2.6,3
"SELTCAWRS_t47_v2",5.8,5.8,6,5.6,6.2,5
"SELTCAWRS_t47_v3",6.2,1,1,1.6,1.2,2
"SELTCAWRS_t47_v4",6.2,6,6,6.2,6.6,5.6
"SELTCAWRS_t47_v5",6,6.2,5.6,6.2,6.2,6
"SELTCAWRS_t47_v6",5.8,1,2.2,1.4,1,1.8
"SELTCAWRS_t47_v7",6,5.75,4.75,5.75,6,6
"SELTCAWRS_t47_v8",6.6,1,1,1.2,1,1.6
"SELTCAWRS_t48_v1",4.6,1.6,2.8,2,2,2
"SELTCAWRS_t48_v2",5.8,4.8,5.8,5.8,5.4,6.2
"SELTCAWRS_t48_v3",5.6,1.4,1.8,1.6,2.2,2.4
"SELTCAWRS_t48_v4",5.6,6,5,6,4.8,5.4
"SELTCAWRS_t48_v5",5.2,5,4.4,5.4,5.2,5.4
"SELTCAWRS_t48_v6",5.2,1.6,3.6,1.8,1.6,2.2
"SELTCAWRS_t48_v7",5.4,6,5,6,5.8,5.4
"SELTCAWRS_t48_v8",5.6,1.6,2.2,1.8,2.4,2.6
"SELTCAWRS_t49_v1",4.8,1.8,2.6,1.6,2.4,2.6
"SELTCAWRS_t49_v2",5.2,4.8,4.8,6,5.4,4.8
"SELTCAWRS_t49_v3",5,2.2,1.4,1.4,1.4,3
"SELTCAWRS_t49_v4",4.6,5.6,6,5.8,5.2,5.2
"SELTCAWRS_t49_v5",4.4,4.4,4.8,5.6,4.6,4.6
"SELTCAWRS_t49_v6",4.6,3,2.4,1.8,3.4,3.2
"SELTCAWRS_t49_v7",5.4,6,6,6,5.4,5.8
"SELTCAWRS_t49_v8",4.8,3.6,1.2,1.4,1.2,2.2
"SELTCAWRS_t5_v1",6,1.2,2.8,1,1.4,1.6
"SELTCAWRS_t5_v2",6,5.2,5.2,6.2,4.8,5.4
"SELTCAWRS_t5_v3",5.75,2,2.75,1.25,2,2.25
"SELTCAWRS_t5_v4",6.2,6.4,4.2,6.2,5.6,6
"SELTCAWRS_t5_v5",6,5.6,5.2,6.2,5.6,5.2
"SELTCAWRS_t5_v6",6.4,1.2,1.2,1.2,1.2,1.6
"SELTCAWRS_t5_v7",6.6,6.6,5.6,6.6,5.8,6.6
"SELTCAWRS_t5_v8",6.6,1.2,1.4,1.2,1.2,1.2
"SELTCAWRS_t50_v5",3.6,2.8,4.6,4.8,4.6,4.2
"SELTCAWRS_t51_v1",5.25,2,3,2,3,2
"SELTCAWRS_t51_v2",6,5.2,5.8,6.4,5.6,6.2
"SELTCAWRS_t51_v3",5.8,1.4,1.4,1.6,2,2
"SELTCAWRS_t51_v4",5.8,6,4.4,6.2,5,5.2
"SELTCAWRS_t51_v5",5.8,5.4,5.6,6.4,5,5.8
"SELTCAWRS_t51_v6",6,1.6,3,1.2,1.4,1.2
"SELTCAWRS_t51_v7",6.4,6.2,5.8,6.4,5,6.2
"SELTCAWRS_t51_v8",6.4,1.2,1.4,1.4,1.4,1.6
"SELTCAWRS_t53_v1",4.8,2,3.8,2,2.6,3.8
"SELTCAWRS_t53_v2",4.4,3.4,4.4,5,3.4,4.2
"SELTCAWRS_t53_v3",4.8,3.8,3.6,2,3,3
"SELTCAWRS_t53_v4",5.4,5.8,4.6,6.2,4,5
"SELTCAWRS_t53_v5",5.4,4.6,4.8,6,4.8,5.2
"SELTCAWRS_t53_v6",5.75,1.25,2.75,1,1.5,2
"SELTCAWRS_t53_v7",5.4,5.8,5.8,6,4.8,5.8
"SELTCAWRS_t53_v8",5.6,3.4,3.2,1.8,2.6,1.8
"SELTCAWRS_t54_v5",3,3,2.8,4.6,4.8,3.2
"SELTCAWRS_t54_v8",3,4.6,2,3,2,4.4
"SELTCAWRS_t55_v1",4.6,2.2,3.4,1.8,2.4,2.8
"SELTCAWRS_t55_v2",5.6,4.8,5.6,6,5,5.4
"SELTCAWRS_t55_v3",5.4,2.4,1.8,1.8,2,2.2
"SELTCAWRS_t55_v4",5.4,5.8,4,5.8,5.4,6
"SELTCAWRS_t55_v5",5.2,4.6,3.6,5.8,5.2,5.4
"SELTCAWRS_t55_v6",5.6,2,3.2,1.6,2.6,2
"SELTCAWRS_t55_v7",5.4,6,4.6,5.8,5.2,5.8
"SELTCAWRS_t55_v8",5.4,2,2,1.6,1.8,1.8
"SELTCAWRS_t58_v2",5.4,4.8,5,6,5.8,5
"SELTCAWRS_t58_v3",5.4,1.8,1.8,1.8,1.4,2.6
"SELTCAWRS_t58_v4",5.6,5.8,4.6,6.2,6,5.6
"SELTCAWRS_t58_v5",5.8,4.8,5.4,5.8,5.6,5.8
"SELTCAWRS_t58_v6",6.2,1.2,2.4,1.2,1.8,1.4
"SELTCAWRS_t58_v7",6,5,5,5.4,5.2,4.8
"SELTCAWRS_t58_v8",6.2,1.2,1.2,1.4,1.2,1.8
"SELTCAWRS_t59_v1",5,1.6,3.4,1.8,3.4,2
"SELTCAWRS_t59_v2",6.2,5.4,6.4,6.4,6,5.6
"SELTCAWRS_t59_v3",6.6,1,1,1.2,1.2,2
"SELTCAWRS_t59_v4",6.6,6.6,5.4,6.6,6.6,6.6
"SELTCAWRS_t59_v5",5.8,5.8,6.4,6.6,5.8,5.2
"SELTCAWRS_t59_v6",6,1.6,2.4,1.2,2.2,1.4
"SELTCAWRS_t59_v7",6.4,6.4,6.4,6.6,6.4,6.4
"SELTCAWRS_t59_v8",6.2,1.4,1.2,2,1.2,1.6
"SELTCAWRS_t6_v7",4.6,5.4,3.6,4.6,5.2,4.6
"SELTCAWRS_t60_v1",2,4.8,2.8,5,4,6
"SELTCAWRS_t60_v2",1.6,1.8,5.4,3,4.2,3.8
"SELTCAWRS_t60_v3",1.6,3.4,1.2,5.6,1.4,3.4
"SELTCAWRS_t60_v4",2.2,3.6,5.4,3,5,3.2
"SELTCAWRS_t60_v5",2.8,2.4,4.8,3.2,4.4,3
"SELTCAWRS_t60_v6",2.2,4.4,2.4,3.4,4.6,5.8
"SELTCAWRS_t60_v7",2.6,3.8,5.2,3.6,4.4,3.4
"SELTCAWRS_t60_v8",2.2,4,1.4,5,1.8,5.2
"SELTCAWRS_t61_v2",6,4.8,6.4,6.4,5.6,6
"SELTCAWRS_t61_v3",6.2,2.4,1.2,1.4,1.2,2.2
"SELTCAWRS_t61_v4",6,6,6,6.4,5.4,6
"SELTCAWRS_t61_v5",5.2,4.8,4.8,6,5.8,5
"SELTCAWRS_t61_v6",6.25,1.75,1.5,1.25,2,1.25
"SELTCAWRS_t61_v7",6.2,5.8,6.4,6.2,6.4,6.4
"SELTCAWRS_t61_v8",6.4,1.6,1.2,1.2,1.2,1.4
"SELTCAWRS_t62_v1",3.6,2.8,3.8,2,3.6,4.2
"SELTCAWRS_t62_v2",5.4,4.4,5.4,6.2,4.8,5.6
"SELTCAWRS_t62_v3",4.8,2.8,1.8,1.4,1.4,2.6
"SELTCAWRS_t62_v4",5,5.4,5,6,5.4,5.4
"SELTCAWRS_t62_v5",5.4,4.6,5.8,5.6,5.4,5
"SELTCAWRS_t62_v6",4.4,2.8,2.4,1.6,2.8,3
"SELTCAWRS_t62_v7",5.4,6,5.4,5.6,5.4,5.2
"SELTCAWRS_t62_v8",5.2,1.8,1.4,2,1.4,3.4
"SELTCAWRS_t63_v1",3.8,2.6,3.4,2.8,2.8,3.4
"SELTCAWRS_t63_v2",5.4,4.6,5.2,5.8,6,5.4
"SELTCAWRS_t63_v3",4.8,2.6,2,2.8,1.8,2.6
"SELTCAWRS_t63_v4",4.4,5.2,3.8,4.6,6,4.6
"SELTCAWRS_t63_v5",3,3.25,2.25,2.75,6,3
"SELTCAWRS_t63_v6",4.4,2.8,3.4,2.2,3,2.8
"SELTCAWRS_t63_v7",5.4,5.8,4.8,6.2,6,5.4
"SELTCAWRS_t63_v8",5.2,2.6,1.8,2.4,1.6,3
"SELTCAWRS_t64_v1",4.8,1.8,3.6,1.6,2.2,2.2
"SELTCAWRS_t64_v2",4.4,5.6,3.4,4.8,6,4.2
"SELTCAWRS_t64_v3",5,2,2.2,1.8,2,2.2
"SELTCAWRS_t64_v4",4.6,5.6,4.4,5.6,5.8,5
"SELTCAWRS_t64_v5",4.6,5.4,3.4,5.6,6,4.6
"SELTCAWRS_t64_v6",5.4,1.4,2.4,1.4,1.2,2.8
"SELTCAWRS_t64_v7",4.6,5.8,4.6,5.4,5.6,5
"SELTCAWRS_t64_v8",4.6,1.4,2,1.8,1.6,2.6
"SELTCAWRS_t65_v1",5,2.2,1.8,1.8,2.8,2.2
"SELTCAWRS_t65_v2",5.4,4.4,5,5.8,5.4,4.2
"SELTCAWRS_t65_v3",5.4,2,1.2,1.6,1.2,2.8
"SELTCAWRS_t65_v4",6,6.2,5.2,6.2,6,6.2
"SELTCAWRS_t65_v5",5.8,5,5.4,6.2,5.6,5.8
"SELTCAWRS_t65_v6",5.8,2.4,1.6,1.4,2.4,1.6
"SELTCAWRS_t65_v7",6,6.2,6,6.6,6.2,6.2
"SELTCAWRS_t65_v8",6.2,1.8,1.2,1.4,1.2,1.8
"SELTCAWRS_t66_v1",4.6,2,2.8,1.8,2,2.8
"SELTCAWRS_t66_v2",5.8,5.2,6,6.2,5.8,5.2
"SELTCAWRS_t66_v3",6.4,1.6,1.2,1.6,1.4,1.8
"SELTCAWRS_t66_v4",5.8,6,5.2,5.8,6,6.4
"SELTCAWRS_t66_v5",6,5.4,6,6.2,6.2,6.2
"SELTCAWRS_t66_v6",5.8,2,2.6,1.2,2,1.2
"SELTCAWRS_t66_v7",6.6,6.4,6.2,6.6,6,6
"SELTCAWRS_t66_v8",6.6,1.4,1.2,1.4,1.2,1.8
"SELTCAWRS_t67_v2",5.8,4.6,5.6,6.2,5.8,5
"SELTCAWRS_t67_v3",6.2,1.6,1.2,1.4,1.2,1.8
"SELTCAWRS_t67_v4",6.4,6.4,6.4,6.6,6.4,6.2
"SELTCAWRS_t67_v5",6,5.6,5.2,6.4,6.2,5.6
"SELTCAWRS_t67_v6",6,1.2,2.8,1.2,1.4,1.6
"SELTCAWRS_t67_v7",5.75,6.5,5.5,6.5,6.25,5.75
"SELTCAWRS_t67_v8",6.4,1.2,1.2,1.2,1.2,1.8
"SELTCAWRS_t69_v2",5.75,5,5.5,6,5.5,5.75
"SELTCAWRS_t69_v3",6,1.4,1.4,1.2,2,2
"SELTCAWRS_t69_v4",5.8,6.2,5.6,6.2,5.8,5.4
"SELTCAWRS_t69_v5",5,4.8,5.2,5.6,5.6,4.4
"SELTCAWRS_t69_v6",6,1.2,2.4,1.2,1.8,1.2
"SELTCAWRS_t69_v7",6,6.4,5.2,6.4,5.8,5.8
"SELTCAWRS_t69_v8",5.8,1.6,1.2,1.4,1.4,2.2
"SELTCAWRS_t7_v1",4.4,2.2,3.4,2,3.2,3
"SELTCAWRS_t7_v2",4.2,4.2,3.2,4.4,5.4,3.8
"SELTCAWRS_t7_v3",4.2,1.4,2.4,4.2,1.4,2.8
"SELTCAWRS_t7_v4",4.6,4.8,4.2,4.4,6,4.8
"SELTCAWRS_t7_v5",5.4,5.4,4.6,5.2,5.8,5.4
"SELTCAWRS_t7_v6",3.2,3.4,4.6,3.4,3.8,4.2
"SELTCAWRS_t7_v7",3.8,3.6,3.4,3.8,6.2,3.4
"SELTCAWRS_t7_v8",5,2.2,1,2,1.4,2.8
"SELTCAWRS_t70_v2",5.4,4.6,5.2,6.2,6,5.6
"SELTCAWRS_t70_v3",5.6,1.8,1.6,1.4,1.4,2
"SELTCAWRS_t70_v6",5.6,1.4,4.4,1.4,1.4,2.2
"SELTCAWRS_t71_v1",5.8,1.8,2.4,1.6,2.4,1.6
"SELTCAWRS_t71_v2",6.4,5.2,6.4,6.4,6,5.6
"SELTCAWRS_t71_v3",6.8,1.4,1,1.4,1,1.2
"SELTCAWRS_t71_v4",6.4,6.2,6.4,6.4,6,6.2
"SELTCAWRS_t71_v5",6,5.2,5.6,5.8,5.6,5.4
"SELTCAWRS_t71_v6",6.2,1.2,1.4,1.4,1.8,1.4
"SELTCAWRS_t71_v7",6.8,6.4,6.6,6.6,6.4,6.2
"SELTCAWRS_t71_v8",6.6,1.4,1.2,1.4,1.2,1.4
"SELTCAWRS_t73_v1",4,1.8,3.8,2.4,3,3.6
"SELTCAWRS_t73_v2",4.6,4,4.4,5.8,5.2,4.2
"SELTCAWRS_t73_v3",5,1.8,1.8,1.8,1.8,3.2
"SELTCAWRS_t73_v4",5,5.8,4.6,5.4,5.8,4.2
"SELTCAWRS_t73_v5",4.2,4.4,4.8,5,4.8,3.8
"SELTCAWRS_t73_v6",3.4,2.6,3.2,2.6,3.2,3.6
"SELTCAWRS_t73_v7",3.8,5.4,4.8,5.6,4.8,4.2
"SELTCAWRS_t73_v8",5.4,2,2,1.8,1.8,2.6
"SELTCAWRS_t74_v1",3.8,2.2,2.2,3.4,3.6,2.8
"SELTCAWRS_t74_v2",5.6,5.6,5.2,6,6,5.6
"SELTCAWRS_t74_v3",4.2,1.6,1.2,4,1.2,2.8
"SELTCAWRS_t74_v4",5.8,6.4,6.2,5.8,6.2,5.6
"SELTCAWRS_t74_v5",6.2,5.8,6.2,6.4,6,6
"SELTCAWRS_t74_v6",5.6,1.6,2.8,1.8,1.8,2
"SELTCAWRS_t74_v7",6.6,6.6,6.6,6.6,6.6,6.8
"SELTCAWRS_t74_v8",6.2,1.4,1,1.4,1.2,1.8
"SELTCAWRS_t75_v1",5.8,1.4,3.6,1.4,1.6,1.8
"SELTCAWRS_t75_v2",5.8,5.8,6,6.2,6,5.6
"SELTCAWRS_t75_v3",5.6,1.4,1.4,2,1.2,2.8
"SELTCAWRS_t75_v4",5.6,5.6,5.8,6,6.2,5.8
"SELTCAWRS_t75_v5",4.8,4.8,4.4,5.4,5.2,4.2
"SELTCAWRS_t75_v6",5.8,1.6,3.8,1.8,2,2.4
"SELTCAWRS_t75_v7",5.6,5.8,5.8,6,5.8,4.8
"SELTCAWRS_t75_v8",6,1.66666666666667,1,1.66666666666667,1,2
"SELTCAWRS_t76_v1",3.6,3.6,4.2,3,4.2,3.4
"SELTCAWRS_t76_v2",4.2,2.8,4.6,5,4.8,3.2
"SELTCAWRS_t76_v3",4,4.25,1.5,2.5,2.25,4
"SELTCAWRS_t76_v4",4.6,5.2,4.6,4.6,4.6,3.8
"SELTCAWRS_t76_v5",4.6,3.8,4.2,5.4,4.8,4.4
"SELTCAWRS_t76_v6",4.4,3.2,3,2,4.2,2.6
"SELTCAWRS_t76_v7",5.2,5.4,5.6,5.4,5.4,5.4
"SELTCAWRS_t76_v8",5.6,2.8,1.4,2.2,1.4,2
"SELTCAWRS_t78_v1",3.75,3.25,2.75,2.25,3.75,3.75
"SELTCAWRS_t78_v2",5.2,4.2,4.2,5.2,5,4.8
"SELTCAWRS_t78_v3",5,3,2.4,1.8,3,2.8
"SELTCAWRS_t78_v4",5.8,5.8,5,6,5.2,5.6
"SELTCAWRS_t78_v5",5.4,4.6,5.2,6,5.2,5.2
"SELTCAWRS_t78_v6",5.6,2.4,3,1.8,3.2,2
"SELTCAWRS_t78_v7",6,6,5.25,6,5,5.75
"SELTCAWRS_t78_v8",5.8,2.2,1.4,2,1.4,2.2
"SELTCAWRS_t8_v1",6.4,1.4,1.6,1.2,1.4,1.6
"SELTCAWRS_t8_v2",6.2,6,6.6,6.8,5.8,6
"SELTCAWRS_t8_v3",6.8,1.2,1.2,1.2,1.2,1.2
"SELTCAWRS_t8_v4",6.8,6.6,6.6,6.6,6.6,6.4
"SELTCAWRS_t8_v5",6.8,6.2,6.8,6.8,6.2,6.8
"SELTCAWRS_t8_v6",6.8,1.2,1.2,1.2,1.8,1.2
"SELTCAWRS_t8_v7",6.8,6.8,6.8,6.8,6.8,6.8
"SELTCAWRS_t8_v8",7,1,1,1,1,1.4
"SELTCAWRS_t81_v1",4,1.8,4.4,1.8,3.4,3.2
"SELTCAWRS_t81_v2",5.4,5.6,5.4,5.8,5.8,5.8
"SELTCAWRS_t81_v3",4.8,1.8,2.8,2.4,2.6,3.6
"SELTCAWRS_t81_v4",4.2,5.2,5.2,4.6,4.4,4
"SELTCAWRS_t81_v5",4.8,5.2,4.8,5.6,5.2,5.2
"SELTCAWRS_t81_v6",5.4,1.6,2,2,2.8,2.8
"SELTCAWRS_t81_v7",6.2,6.4,6.2,6.6,6.2,6.8
"SELTCAWRS_t81_v8",6.4,1.6,1.4,1.4,1.4,1.6
"SELTCAWRS_t82_v1",3.6,2,4,2,2.8,3.8
"SELTCAWRS_t82_v2",3,3.8,3,4.6,3.8,3.2
"SELTCAWRS_t82_v3",4.6,2.8,3.2,1.6,2.2,3
"SELTCAWRS_t82_v6",4,3,3,2.25,2.5,2.75
"SELTCAWRS_t82_v7",3,4.4,3.8,4.2,3.8,3
"SELTCAWRS_t82_v8",4.2,3.2,3.8,2,3.2,3.6
"SELTCAWRS_t83_v1",4.8,1.6,3.2,1.2,3,2
"SELTCAWRS_t83_v2",5.6,5,6,5.8,5.6,5.2
"SELTCAWRS_t83_v4",5.8,6.2,5,6,5.8,5.4
"SELTCAWRS_t83_v5",5.6,5.6,5.4,6.4,6.2,5.6
"SELTCAWRS_t83_v6",4.2,3.2,4.2,1.8,3.4,3
"SELTCAWRS_t83_v7",5.2,5.8,5.2,5.8,6,5.4
"SELTCAWRS_t83_v8",5.8,1.6,1.2,1.4,1.2,2.2
"SELTCAWRS_t84_v1",4.5,2,4.5,2,2.25,3.75
"SELTCAWRS_t84_v2",4.8,4.2,3.8,6,5.4,4.2
"SELTCAWRS_t84_v3",4.2,3.4,3.8,2.4,2.2,4
"SELTCAWRS_t84_v4",3.6,5.4,2.6,3.4,5.8,3
"SELTCAWRS_t84_v5",4.2,4.4,3.4,5.2,5.8,4
"SELTCAWRS_t84_v6",4.2,2,5.8,1.8,2.6,3
"SELTCAWRS_t84_v7",5,5.8,2.8,5.4,6.2,4.8
"SELTCAWRS_t84_v8",4.2,2.8,2.6,2.4,1.6,4.2
"SELTCAWRS_t85_v4",5.2,5.6,5,4.4,5,4.2
"SELTCAWRS_t87_v1",5.6,1.6,3.2,1.8,2.6,2.4
"SELTCAWRS_t87_v2",6.2,5.6,6.2,6.4,6,6
"SELTCAWRS_t87_v3",6,1.4,1.2,1.4,1.2,2
"SELTCAWRS_t87_v4",6,6.4,6,6.4,6.2,6.2
"SELTCAWRS_t87_v5",4.75,5,4.25,5.25,5.25,4.25
"SELTCAWRS_t87_v6",6,1.2,2.6,1.4,2,1.6
"SELTCAWRS_t87_v7",6,5.8,5.8,6.8,6.2,6.6
"SELTCAWRS_t87_v8",6.6,1.2,1.2,1.2,1.2,1.6
"SELTCAWRS_t88_v1",6,2,2,2,2,2
"SELTCAWRS_t88_v5",6,7,7,6,7,6
"SELTCAWRS_t9_v1",5.8,1,2.8,1.2,1.2,1.6
"SELTCAWRS_t9_v2",5.4,5.6,5.4,5.4,6,4.8
"SELTCAWRS_t9_v3",6.2,1.2,1.2,1.6,1.4,2.2
"SELTCAWRS_t9_v4",5.8,5.8,4.6,6.2,5.6,5.6
"SELTCAWRS_t9_v5",4.2,4.4,3.2,4.6,5.6,3.2
"SELTCAWRS_t9_v6",6.4,1.2,1.6,1,1,1.4
"SELTCAWRS_t9_v7",6.6,6.6,5.2,6.4,6.6,6.6
"SELTCAWRS_t9_v8",6.6,1.2,1.2,1.2,1.2,1
"SELTCAWRS_t90_v1",5.2,1.8,3.6,1.8,2.6,2.6
"SELTCAWRS_t90_v2",5.6,4.4,5.6,6.2,5.8,5.2
"SELTCAWRS_t90_v3",5.6,1.8,1.6,1.6,1.6,2
"SELTCAWRS_t90_v4",6.2,6.2,6.2,6.2,6.2,6.2
"SELTCAWRS_t90_v5",5.4,5.6,5.4,6.6,5.8,5.6
"SELTCAWRS_t90_v6",5.8,1.4,2,1.6,2.4,2.2
"SELTCAWRS_t90_v7",6.8,6.6,6.6,6.8,6.2,6.8
"SELTCAWRS_t90_v8",6.2,1.4,1.2,1.6,1.2,2
"SELTCAWRS_t91_v1",5.4,1.4,3.2,1.4,1.6,1.6
"SELTCAWRS_t91_v2",5.4,5,5.6,6.4,5,5.6
"SELTCAWRS_t91_v3",5.8,1.6,1.2,1.4,2,2.8
"SELTCAWRS_t91_v4",4.8,5.6,5.4,6,4.8,5
"SELTCAWRS_t91_v5",5,4.2,6.4,6.4,4.2,5
"SELTCAWRS_t91_v6",5,2,2.8,1.2,2.4,2
"SELTCAWRS_t91_v7",5.8,6.2,6.2,6,5.2,6.2
"SELTCAWRS_t91_v8",6,1.4,1.2,1.4,2.8,1.8
"SELTCAWRS_t92_v1",4.2,2.2,2,1.8,3.2,4.4
"SELTCAWRS_t92_v2",5,3.8,6.2,5.6,5.2,5.8
"SELTCAWRS_t92_v3",3.6,2.8,1.2,2.4,1.8,2.8
"SELTCAWRS_t92_v4",5.2,5.8,6,5.6,5.4,5.4
"SELTCAWRS_t92_v5",5.4,5.2,6.2,5.8,6,5.6
"SELTCAWRS_t92_v6",4,2.6,1.6,1.8,3.2,4.2
"SELTCAWRS_t92_v7",5.2,6,6,6.2,5.2,6
"SELTCAWRS_t92_v8",4,1.8,1,2.2,2,3
"SELTCAWRS_t93_v1",5,1.8,2.6,1.8,2.6,2.6
